Class Index,Description
4,"US computer giant Apple is locked in a cybersquatting battle with a 22-year-old London Internet whiz kid over the itunes.co.uk website, a domain the company wants for its chain of iTunes online music stores."
3,"The world #39;s developing countries this year will turn in the strongest economic growth in three decades and should continue to enjoy solid expansion in 2005 and 2006, the World Bank predicted Tuesday."
2,Jimmie Johnson thought he needed a victory to jump back into contention for the Nextel Cup championship.
4,"SPACE.com - Amid uncertainty over the fate of the Hubble Space Telescope and with a key instrument not working, NASA Administrator Sean O'Keefe gave the go-ahead Monday for planning a robotic servicing mission."
4,"Instead of using a chemical rocket, SMART-1 fires a stream of electrically charged atoms of Xenon gas. A similar idea was used by the makers of Star Trek as part of the Starship Enterprise #39;s propulsion system."
1,AFP - A European Union delegation led by Dutch Foreign Minister Bernard Bot was holding talks after renewed EU sanctions threat against Khartoum over the Darfur crisis.
2,"They partied in the streets yesterday in the Dominican Republic, where the president declared a national holiday after Anaheim #39;s Vladimir Guerrero won the American"
3,"WASHINGTON - A new \$50 bill with touches of red, blue and yellow went into circulation Tuesday and soon will be showing up at banks, cash registers and wallets."
3,The European Union head office this week proposed redefining how working hours are counted under the bloc #39;s maximum 48-hour workweek law and stopping companies in Britain from abusing an  quot;opt-out quot; to the law.
1,"South Africa is ready to serve as a permanent member of a revamped UN Security Council, the foreign minister said as a campaign for expanding the UN #39;s decision-making body heated up."
2,AP - Kansas City outfielder Matt Stairs signed a one-year contract extension Wednesday that will keep him under contract with the Royals through 2005.
3,Shares of Atherogenics Inc. opened down 7.2 percent on the Nasdaq Wednesday following a pre-market report that the drug developer is abandoning further clinical trials of its AGIX-4207 treatment for rheumatoid arthritis.
4,"If a plastic card that gives you credit for something you don't want isn't your idea of a great gift, you can put it up for sale or swap."
1,Visiting Commonwealth Secretary-General Donald Mckinnon Saturday urged Pakistan and India to resolve the lingering Kashmir issue through talks and appreciated Pakistan #39;s role
1,Two people are killed and many injured in an explosion at a concert by an Indian star Shahrukh Khan in Sri Lanka.
1,"\\The internet may be fuelling a rise in suicide pacts, a leading psychiatrist has warned."
4,"11/22/04- A British company is releasing a video game that recreates the 1963 assassination of President John F. Kennedy, on this 41st anniversary of the shooting."
2,"Take away the seemingly minor knee injury to seven-time Pro Bowl tackle Jonathan Ogden, and the Baltimore Ravens had a perfect exhibition finale against the New York Giants last night."
2,"KANSAS CITY, Missouri (Ticker) -- Ichiro Suzuki and the Seattle Mariners made their first appearance at Kauffman Stadium this season, much to the dismay of the Kansas City Royals . "
4,"Sybase (Quote, Chart) announced it has tailored its Linux-based database to run on rival IBM #39;s eServer OpenPower systems, providing customers more choice in the increasingly popular market for Linux systems."
3,"Yukos issued a fresh warning yesterday that it could be forced to cut output, after a court ruling allowing authorities to seize up to \$2."
4,Hewlett-Packard Co. is planning to spend \$3 billion over the next three years to grow the server product line that runs on Intel Corp.
3,"A new Clean Air Act settlement with CITGO in Texas will significantly reduce harmful emissions from oil refineries, the Justice Department said Wednesday."
3,Satellite radio wins the market's straw poll by landing its two key players into the Nasdaq-100 Composite.
4,"Citing market conditions for the move, HP has dropped the processor just two months after Intel started shipping the 64-bit architecture for x86 systems."
3,SBC and Microsoft strike a \$400 million deal to provide internet TV.   Also: Gates agrees to computer charity work in developing countries   hellip;.  Japan gives us surround-sound cell phones   hellip;. and more.
3,The US Airways Group will look to the leaders of the pilots' union to accept the airline's demand for \$295 million in pay and benefit cuts.
3,Reuters - Auto retailer Carmax Inc. \reported record third-quarter sales on Monday and said used-car\sales had strengthened considerably since the spring and\summer.
4,"Accounting fraud charges against CA will be dropped if the company meets certain conditions, including paying compensation and appointing an independent overseer of its accounts, according to reports in The New York Times and The Wall Street Journal."
2,"LeBron James helped break the game open late in the second quarter by driving baseline for a windmill dunk, one of three crowd-pleasers among James #39; 19 points in Cleveland #39;s 106-89 victory Thursday night over Charlotte."
4,"Hoping to build on the momentum sparked by SpaceShipOne #39;s dash into space, supporters of opening the heavens to civilians are turning the winner-take"
2,"The slender nature of the score will give broad satisfaction. Even if England were pegged back to 1-1 for a while in this World Cup qualifier, the mental stamina lacking since Euro 2004 was recovered in Chorzow"
3,"KPMG will pay \$10 million -- the largest payment ever by an accounting firm in a Securities and Exchange Commission action -- to settle charges of improper conduct while auditing Gemstar-TV Guide International Inc. , the SEC said yesterday."
3,"General Motors Corp. faces an investigation and potential recall of 69,000 Hummer H2 luxury sport-utility vehicles because of reports about a flawed steering part."
1,"Supporters and critics of Russia #39;s president are demonstrating in Moscow, with both groups calling attention to Kremlin plans to consolidate power."
3,"Marks  amp; Spencer reported after-tax profits of \$260 million for the six month period ending October 2nd, compared to \$436 million a year earlier."
1,PRIME Minister John Howard said he would not be swayed by more public servants coming forward in relation to the children overboard scandal. 
1,The US Army said that eight of toppled Iraqi leader Saddam Hussein #39;s jailed lieutenants who were earlier refusing food had now given up their protest.
4,"Replace MP3 players and PDAs with AIBO. With the advanced new AIBO MIND 2software, AIBO gains the ability to record moving pictures through wirelessconnectivity, recognise patterns, voices and faces, obey"
